date	label	depth	Chl-Flu	temperature	salinity	sigmaT	Chl-a	EC	DO	voltage	density	turbidity	DO_mgL	EC25	ORP	pH	PAR
2025-09-01	2025-09-O-s8	39.500	0.86	21.232	33.847	23.553	0.86	47.744	101.79	8.27	1023.726	0.47	7.392	52059.929			
2025-09-01	2025-09-O-s8	40.000	0.75	21.212	33.850	23.561	0.75	47.728	101.73	8.28	1023.736	0.43	7.391	52067.837			
2025-09-01	2025-09-O-s8	40.500	1.20	21.159	33.851	23.577	1.20	47.678	101.53	8.27	1023.754	0.59	7.382	52079.065			
2025-09-01	2025-09-O-s8	41.000	0.87	21.167	33.853	23.576	0.87	47.689	101.12	8.27	1023.755	0.56	7.349	52080.280			
2025-09-01	2025-09-O-s8	41.500	0.80	21.164	33.853	23.576	0.80	47.685	100.95	8.27	1023.758	0.56	7.339	52080.625			
2025-09-01	2025-09-O-s8	42.000	0.81	20.979	33.847	23.622	0.81	47.495	100.94	8.27	1023.806	0.68	7.361	52103.177			
2025-09-01	2025-09-O-s8	42.500	0.91	20.770	33.823	23.660	0.91	47.258	99.73	8.27	1023.847	0.83	7.307	52107.196			
2025-09-01	2025-09-O-s8	43.000	1.04	20.446	33.860	23.774	1.04	46.982	98.18	8.28	1023.963	0.96	7.227	52213.651			
2025-09-01	2025-09-O-s8	43.500	0.89	20.279	33.871	23.827	0.89	46.831	96.68	8.28	1024.018	1.22	7.141	52258.728			
2025-09-01	2025-09-O-s8	44.000	0.90	20.219	33.888	23.856	0.90	46.793	95.72	8.28	1024.050	1.21	7.075	52294.140			
2025-09-01	2025-09-O-s8	44.500	0.67	19.895	33.860	23.920	0.67	46.439	94.91	8.27	1024.116	1.19	7.065	52314.866			
2025-10-02	2025-10-O-s1	0.000	3.26	22.760	33.211	22.646	3.26	48.428	110.97	8.25	1022.646	0.87	7.873	50938.266			
2025-10-02	2025-10-O-s1	0.500	3.87	22.744	33.180	22.627	3.87	48.371	110.30	8.19	1022.629	0.96	7.828	50897.476			
2025-10-02	2025-10-O-s1	1.000	3.94	22.710	33.185	22.640	3.94	48.345	110.57	8.18	1022.645	1.03	7.852	50909.659			
2025-10-02	2025-10-O-s1	1.500	5.43	22.633	33.218	22.687	5.43	48.311	111.00	8.19	1022.693	1.04	7.893	50965.580			
2025-10-02	2025-10-O-s1	2.000	6.53	22.525	33.272	22.759	6.53	48.276	111.98	8.16	1022.767	0.91	7.976	51055.893			
2025-10-02	2025-10-O-s1	2.500	6.62	22.466	33.329	22.818	6.62	48.291	112.95	8.19	1022.829	0.98	8.050	51142.305			
2025-10-02	2025-10-O-s1	3.000	6.83	22.393	33.338	22.845	6.83	48.231	112.94	8.18	1022.859	0.99	8.060	51165.205			
2025-10-02	2025-10-O-s1	3.500	5.94	22.274	33.429	22.948	5.94	48.232	111.83	8.20	1022.963	0.94	7.994	51308.176			
2025-10-02	2025-10-O-s1	4.000	5.85	22.222	33.479	23.001	5.85	48.245	109.52	8.18	1023.018	0.88	7.832	51384.753			
2025-10-02	2025-10-O-s1	4.500	4.67	22.185	33.480	23.012	4.67	48.209	106.37	8.18	1023.031	0.83	7.613	51391.495			
2025-10-02	2025-10-O-s1	5.000	4.66	22.119	33.495	23.042	4.66	48.163	103.09	8.19	1023.064	0.83	7.386	51422.874			
2025-10-02	2025-10-O-s1	5.500	3.72	22.044	33.520	23.081	3.72	48.121	98.85	8.18	1023.105	0.80	7.091	51467.685			
2025-10-02	2025-10-O-s1	6.000	2.40	21.966	33.539	23.118	2.40	48.068	94.14	8.19	1023.144	0.80	6.763	51506.606			
2025-10-02	2025-10-O-s1	6.500	1.70	21.890	33.577	23.167	1.70	48.042	89.14	8.21	1023.196	0.83	6.410	51569.820			
2025-10-02	2025-10-O-s1	7.000	1.69	21.875	33.581	23.174	1.69	48.032	85.63	8.19	1023.205	0.83	6.158	51577.694			
2025-10-02	2025-10-O-s1	7.500	1.56	21.867	33.588	23.182	1.56	48.034	84.37	8.20	1023.215	0.74	6.067	51589.201			
2025-10-02	2025-10-O-s1	8.000	1.46	21.828	33.587	23.193	1.46	47.994	83.84	8.20	1023.228	0.83	6.035	51594.928			
2025-10-02	2025-10-O-s1	8.500	1.50	21.816	33.585	23.194	1.50	47.980	84.04	8.18	1023.232	0.86	6.050	51594.196			
2025-10-02	2025-10-O-s1	9.000	1.21	21.778	33.597	23.214	1.21	47.958	84.21	8.19	1023.253	0.86	6.065	51616.235			
2025-10-02	2025-10-O-s1	9.500	1.15	21.761	33.602	23.222	1.15	47.947	84.24	8.18	1023.264	0.91	6.070	51625.794			
2025-10-02	2025-10-O-s1	10.000	1.01	21.744	33.604	23.229	1.01	47.934	83.96	8.20	1023.272	1.07	6.051	51631.856			
2025-10-02	2025-10-O-s1	10.500	0.92	21.722	33.613	23.241	0.92	47.923	83.22	8.19	1023.287	1.07	6.000	51647.599			
2025-10-02	2025-10-O-s1	11.000	0.93	21.719	33.613	23.242	0.93	47.921	82.53	8.19	1023.290	1.12	5.951	51648.309			
2025-10-02	2025-10-O-s1	11.500	0.98	21.716	33.614	23.244	0.98	47.919	82.12	8.19	1023.294	1.14	5.921	51650.597			
2025-10-02	2025-10-O-s1	12.000	0.83	21.709	33.614	23.246	0.83	47.913	81.76	8.20	1023.298	1.14	5.896	51651.931			
2025-10-02	2025-10-O-s1	12.500	0.77	21.702	33.618	23.250	0.77	47.909	81.41	8.19	1023.305	1.11	5.871	51657.878			
2025-10-02	2025-10-O-s1	13.000	0.92	21.697	33.619	23.253	0.92	47.907	81.40	8.20	1023.310	1.07	5.871	51660.664			
2025-10-02	2025-10-O-s1	13.500	0.82	21.696	33.620	23.254	0.82	47.907	81.59	8.19	1023.313	1.04	5.884	51662.396			
2025-10-02	2025-10-O-s1	14.000	0.76	21.689	33.618	23.254	0.76	47.899	81.56	8.19	1023.316	1.02	5.884	51661.617			
2025-10-02	2025-10-O-s1	14.500	0.92	21.672	33.617	23.258	0.92	47.881	81.42	8.21	1023.322	1.23	5.876	51663.092			
2025-10-02	2025-10-O-s1	15.000	0.76	21.664	33.624	23.266	0.76	47.882	80.51	8.19	1023.331	1.17	5.810	51673.950			
2025-10-02	2025-10-O-s1	15.500	0.77	21.664	33.622	23.264	0.77	47.880	80.03	8.19	1023.332	1.11	5.775	51671.805			
2025-10-02	2025-10-O-s1	16.000	0.99	21.641	33.620	23.269	0.99	47.853	80.15	8.19	1023.339	1.00	5.787	51672.446			
2025-10-02	2025-10-O-s1	16.500	0.96	21.624	33.615	23.270	0.96	47.830	81.30	8.19	1023.342	0.84	5.872	51668.194			
2025-10-02	2025-10-O-s1	17.000	0.95	21.601	33.622	23.282	0.95	47.817	82.89	8.19	1023.356	0.92	5.989	51682.247			
2025-10-02	2025-10-O-s1	17.500	0.91	21.583	33.626	23.290	0.91	47.805	83.69	8.19	1023.366	0.90	6.048	51690.452			
2025-10-02	2025-10-O-s1	18.000	0.94	21.545	33.632	23.304	0.94	47.775	84.18	8.19	1023.383	1.89	6.088	51704.249			
2025-10-02	2025-10-O-s1	18.500	0.97	21.541	33.634	23.307	0.97	47.774	84.20	8.20	1023.388	2.12	6.089	51709.100			
2025-10-02	2025-10-O-s1	19.000	0.98	21.540	33.635	23.308	0.98	47.774	84.12	8.19	1023.392	2.33	6.083	51710.894			
2025-10-02	2025-10-O-s1	19.500	1.02	21.540	33.634	23.308	1.02	47.773	84.12	8.19	1023.393	2.33	6.084	51709.682			
2025-10-02	2025-10-O-s1	20.000	0.99	21.541	33.635	23.308	0.99	47.776	84.02	8.19	1023.396	2.77	6.076	51710.944			
2025-10-02	2025-10-O-s11	0.000	0.54	22.376	33.432	22.922	0.54	48.334	101.37	8.31	1022.922	0.44	7.234	51295.339			
2025-10-02	2025-10-O-s11	0.500	0.57	22.339	33.418	22.922	0.57	48.281	101.27	8.22	1022.924	0.43	7.229	51282.671			
2025-10-02	2025-10-O-s11	1.000	0.64	22.283	33.399	22.923	0.64	48.200	101.35	8.22	1022.927	0.43	7.245	51264.500			
2025-10-02	2025-10-O-s11	1.500	0.69	22.171	33.396	22.952	0.69	48.085	101.00	8.24	1022.958	0.43	7.234	51276.861			
2025-10-02	2025-10-O-s11	2.000	0.62	22.224	33.496	23.013	0.62	48.266	100.78	8.19	1023.021	0.51	7.204	51405.987			
2025-10-02	2025-10-O-s11	2.500	0.64	22.272	33.526	23.022	0.64	48.354	100.67	8.23	1023.033	0.33	7.189	51440.886			
2025-10-02	2025-10-O-s11	3.000	0.72	22.277	33.505	23.005	0.72	48.332	100.59	8.24	1023.018	0.42	7.186	51411.004			
2025-10-02	2025-10-O-s11	3.500	0.82	22.265	33.508	23.011	0.82	48.324	100.29	8.23	1023.026	0.33	7.165	51417.836			
2025-10-02	2025-10-O-s11	4.000	0.81	22.209	33.534	23.046	0.81	48.302	99.95	8.22	1023.063	0.44	7.148	51461.456			
2025-10-02	2025-10-O-s11	4.500	0.83	22.168	33.550	23.070	0.83	48.282	99.98	8.20	1023.089	0.42	7.155	51489.742			
2025-10-02	2025-10-O-s11	5.000	0.95	22.121	33.572	23.099	0.95	48.264	99.30	8.24	1023.121	0.43	7.111	51527.134			
2025-10-02	2025-10-O-s11	5.500	1.07	22.082	33.585	23.120	1.07	48.243	98.97	8.23	1023.144	0.48	7.092	51551.804			
2025-10-02	2025-10-O-s11	6.000	1.70	22.033	33.589	23.137	1.70	48.198	99.49	8.25	1023.163	0.67	7.135	51564.254			
2025-10-02	2025-10-O-s11	6.500	1.94	21.995	33.595	23.152	1.94	48.170	100.39	8.22	1023.181	0.51	7.203	51579.115			
2025-10-02	2025-10-O-s11	7.000	1.32	21.961	33.595	23.162	1.32	48.135	100.73	8.23	1023.192	0.56	7.233	51584.229			
2025-10-02	2025-10-O-s11	7.500	2.03	21.908	33.600	23.180	2.03	48.090	100.27	8.23	1023.213	0.56	7.207	51599.737			
2025-10-02	2025-10-O-s11	8.000	3.56	21.874	33.613	23.199	3.56	48.072	99.76	8.22	1023.234	0.70	7.173	51622.466			
2025-10-02	2025-10-O-s11	8.500	3.11	21.859	33.610	23.201	3.11	48.055	99.28	8.23	1023.239	0.60	7.141	51621.606			
2025-10-02	2025-10-O-s11	9.000	4.05	21.839	33.614	23.210	4.05	48.040	99.05	8.22	1023.249	0.70	7.126	51630.023			
2025-10-02	2025-10-O-s11	9.500	2.81	21.822	33.613	23.213	2.81	48.021	97.77	8.22	1023.255	0.76	7.037	51630.971			
2025-10-02	2025-10-O-s11	10.000	1.90	21.797	33.616	23.223	1.90	48.001	95.39	8.22	1023.267	0.72	6.868	51639.634			
2025-10-02	2025-10-O-s11	10.500	2.70	21.785	33.619	23.229	2.70	47.993	93.43	8.24	1023.275	0.84	6.728	51646.568			
2025-10-02	2025-10-O-s11	11.000	2.61	21.769	33.620	23.234	2.61	47.979	91.36	8.23	1023.282	0.64	6.581	51650.013			
2025-10-02	2025-10-O-s11	11.500	2.90	21.761	33.617	23.234	2.90	47.967	88.93	8.22	1023.284	1.54	6.407	51647.472			
2025-10-02	2025-10-O-s11	12.000	1.92	21.701	33.623	23.255	1.92	47.916	85.33	8.22	1023.307	0.99	6.154	51665.409			
2025-10-02	2025-10-O-s11	12.500	1.91	21.693	33.626	23.259	1.91	47.911	83.27	8.23	1023.314	0.91	6.006	51670.359			
2025-10-02	2025-10-O-s11	13.000	2.65	21.685	33.626	23.261	2.65	47.904	82.20	8.23	1023.318	0.96	5.930	51672.343			
2025-10-02	2025-10-O-s11	13.500	1.84	21.674	33.624	23.263	1.84	47.890	81.33	8.23	1023.322	1.04	5.869	51671.454			
2025-10-02	2025-10-O-s11	14.000	1.80	21.647	33.628	23.274	1.80	47.870	80.97	8.24	1023.335	1.31	5.845	51681.864			
2025-10-02	2025-10-O-s11	14.500	1.32	21.623	33.629	23.281	1.32	47.847	79.23	8.24	1023.344	1.29	5.723	51687.079			
2025-10-02	2025-10-O-s11	15.000	1.02	21.601	33.644	23.298	1.02	47.844	80.98	8.23	1023.364	0.80	5.850	51710.508			
2025-10-02	2025-10-O-s11	15.500	1.05	21.575	33.647	23.308	1.05	47.823	84.51	8.24	1023.376	0.80	6.108	51719.788			
2025-10-02	2025-10-O-s11	16.000	0.98	21.562	33.650	23.313	0.98	47.813	87.59	8.23	1023.384	0.67	6.332	51725.864			
2025-10-02	2025-10-O-s11	16.500	1.12	21.514	33.625	23.308	1.12	47.735	89.17	8.24	1023.380	1.15	6.455	51700.211			
2025-10-02	2025-10-O-s11	17.000	1.07	21.440	33.647	23.345	1.07	47.689	84.32	8.23	1023.419	1.45	6.109	51741.629			
2025-10-02	2025-10-O-s11	17.500	1.02	21.407	33.651	23.357	1.02	47.662	79.84	8.22	1023.434	1.33	5.788	51753.166			
2025-10-02	2025-10-O-s11	18.000	1.02	21.374	33.641	23.358	1.02	47.617	78.26	8.22	1023.437	1.90	5.678	51744.535			
2025-10-02	2025-10-O-s11	18.500	1.02	21.313	33.651	23.382	1.02	47.569	74.14	8.23	1023.463	1.50	5.385	51768.487			
2025-10-02	2025-10-O-s11	19.000	1.03	21.285	33.656	23.394	1.03	47.548	73.74	8.23	1023.477	2.30	5.357	51780.140			
2025-10-02	2025-10-O-s11	19.500	1.03	21.242	33.661	23.409	1.03	47.512	70.20	8.23	1023.495	2.91	5.104	51794.494			
2025-10-02	2025-10-O-s11	20.000	1.12	21.223	33.661	23.414	1.12	47.494	67.60	8.23	1023.502	3.55	4.917	51797.062			
2025-10-02	2025-10-O-s11	20.500	1.13	21.197	33.662	23.423	1.13	47.469	65.78	8.22	1023.512	4.39	4.787	51804.040			
2025-10-02	2025-10-O-s11	21.000	1.18	21.173	33.669	23.434	1.18	47.455	64.60	8.23	1023.526	5.62	4.702	51817.760			
2025-10-02	2025-10-O-s11	21.500	1.15	21.170	33.670	23.436	1.15	47.453	64.25	8.24	1023.530	5.07	4.677	51820.058			
2025-10-02	2025-10-O-s11	22.000	1.11	21.168	33.672	23.438	1.11	47.454	64.21	8.22	1023.534	5.33	4.674	51822.977			
2025-10-02	2025-10-O-s12	0.000	0.47	22.294	33.426	22.940	0.47	48.245	102.14	8.28	1022.940	0.31	7.299	51298.828			
2025-10-02	2025-10-O-s12	0.500	0.52	22.260	33.417	22.942	0.52	48.200	102.00	8.19	1022.945	0.39	7.294	51291.665			
2025-10-02	2025-10-O-s12	1.000	0.57	22.182	33.401	22.953	0.57	48.103	101.96	8.22	1022.957	0.36	7.301	51282.309			
2025-10-02	2025-10-O-s12	1.500	0.64	22.090	33.416	22.989	0.64	48.031	101.92	8.23	1022.996	0.35	7.309	51316.236			
2025-10-02	2025-10-O-s12	2.000	0.62	22.054	33.428	23.009	0.62	48.012	101.77	8.24	1023.017	0.39	7.302	51338.696			
2025-10-02	2025-10-O-s12	2.500	0.59	22.050	33.445	23.023	0.59	48.029	101.75	8.24	1023.034	0.39	7.300	51362.973			
2025-10-02	2025-10-O-s12	3.000	0.63	22.072	33.457	23.026	0.63	48.067	102.02	8.20	1023.039	0.36	7.316	51377.088			
2025-10-02	2025-10-O-s12	3.500	0.63	22.076	33.457	23.025	0.63	48.072	102.62	8.24	1023.040	0.35	7.359	51376.511			
2025-10-02	2025-10-O-s12	4.000	0.72	22.090	33.511	23.062	0.72	48.155	102.59	8.22	1023.079	0.51	7.351	51448.216			
2025-10-02	2025-10-O-s12	4.500	0.77	22.124	33.517	23.057	0.77	48.196	103.47	8.24	1023.076	0.48	7.412	51450.974			
2025-10-02	2025-10-O-s12	5.000	0.82	22.044	33.539	23.096	0.82	48.145	104.09	8.25	1023.118	0.48	7.466	51493.667			
2025-10-02	2025-10-O-s12	5.500	0.73	22.021	33.554	23.114	0.73	48.142	104.06	8.22	1023.138	0.48	7.465	51518.512			
2025-10-02	2025-10-O-s12	6.000	0.73	22.018	33.579	23.134	0.73	48.172	103.11	8.23	1023.160	0.39	7.396	51553.294			
2025-10-02	2025-10-O-s12	6.500	0.79	21.974	33.576	23.143	0.79	48.124	101.55	8.24	1023.172	0.42	7.291	51555.897			
2025-10-02	2025-10-O-s12	7.000	0.87	21.936	33.579	23.156	0.87	48.091	100.81	8.19	1023.187	0.43	7.242	51566.316			
2025-10-02	2025-10-O-s12	7.500	0.72	21.922	33.584	23.164	0.72	48.083	100.67	8.20	1023.197	0.39	7.233	51575.115			
2025-10-02	2025-10-O-s12	8.000	0.76	21.907	33.597	23.178	0.76	48.085	101.22	8.22	1023.213	0.40	7.275	51595.866			
2025-10-02	2025-10-O-s12	8.500	0.71	21.874	33.611	23.198	0.71	48.071	101.36	8.24	1023.235	0.37	7.289	51620.182			
2025-10-02	2025-10-O-s12	9.000	0.74	21.853	33.615	23.206	0.74	48.054	100.93	8.22	1023.246	0.39	7.260	51628.797			
2025-10-02	2025-10-O-s12	9.500	1.13	21.815	33.612	23.215	1.13	48.013	100.60	8.22	1023.257	0.43	7.241	51631.501			
2025-10-02	2025-10-O-s12	10.000	1.49	21.794	33.618	23.225	1.49	48.000	99.40	8.20	1023.269	0.47	7.157	51642.289			
2025-10-02	2025-10-O-s12	10.500	1.47	21.775	33.615	23.228	1.47	47.978	98.66	8.24	1023.274	0.51	7.106	51641.972			
2025-10-02	2025-10-O-s12	11.000	2.72	21.759	33.618	23.235	2.72	47.966	98.37	8.20	1023.283	0.59	7.087	51648.730			
2025-10-02	2025-10-O-s12	11.500	1.97	21.747	33.617	23.237	1.97	47.953	98.20	8.22	1023.288	0.58	7.077	51649.263			
2025-10-02	2025-10-O-s12	12.000	1.69	21.730	33.619	23.243	1.69	47.938	97.86	8.24	1023.296	0.55	7.054	51654.701			
2025-10-02	2025-10-O-s12	12.500	1.53	21.714	33.623	23.251	1.53	47.928	97.26	8.22	1023.305	0.56	7.013	51662.726			
2025-10-02	2025-10-O-s12	13.000	1.79	21.687	33.620	23.256	1.79	47.898	96.94	8.19	1023.313	0.55	6.994	51663.626			
2025-10-02	2025-10-O-s12	13.500	1.96	21.674	33.633	23.270	1.96	47.901	96.39	8.22	1023.329	0.60	6.955	51683.334			
2025-10-02	2025-10-O-s12	14.000	1.59	21.632	33.637	23.284	1.59	47.866	95.83	8.20	1023.345	0.58	6.920	51695.822			
2025-10-02	2025-10-O-s12	14.500	1.38	21.597	33.632	23.290	1.38	47.825	94.44	8.24	1023.354	0.98	6.824	51694.980			
2025-10-02	2025-10-O-s12	15.000	1.40	21.574	33.636	23.300	1.40	47.807	90.28	8.20	1023.365	1.14	6.526	51704.529			
2025-10-02	2025-10-O-s12	15.500	1.37	21.539	33.630	23.305	1.37	47.765	86.19	8.22	1023.373	1.42	6.235	51702.284			
2025-10-02	2025-10-O-s12	16.000	1.43	21.521	33.643	23.319	1.43	47.764	81.08	8.22	1023.389	1.47	5.866	51722.503			
2025-10-02	2025-10-O-s12	16.500	1.34	21.518	33.639	23.318	1.34	47.757	79.54	8.22	1023.390	1.21	5.755	51718.763			
2025-10-02	2025-10-O-s12	17.000	1.23	21.501	33.644	23.325	1.23	47.745	79.85	8.24	1023.400	1.21	5.779	51727.343			
2025-10-02	2025-10-O-s12	17.500	1.06	21.463	33.627	23.323	1.06	47.687	80.09	8.22	1023.400	1.35	5.802	51710.518			
2025-10-02	2025-10-O-s12	18.000	1.07	21.412	33.631	23.340	1.07	47.642	78.55	8.24	1023.419	1.61	5.695	51725.111			
2025-10-02	2025-10-O-s12	18.500	0.96	21.340	33.652	23.376	0.96	47.598	74.44	8.22	1023.457	1.78	5.403	51765.721			
2025-10-02	2025-10-O-s12	19.000	0.99	21.327	33.655	23.382	0.99	47.589	71.84	8.24	1023.465	1.78	5.216	51772.575			
2025-10-02	2025-10-O-s12	19.500	0.89	21.325	33.663	23.388	0.89	47.597	71.46	8.23	1023.474	1.47	5.187	51783.577			
2025-10-02	2025-10-O-s12	20.000	0.96	21.295	33.655	23.390	0.96	47.556	74.67	8.24	1023.478	1.37	5.424	51777.032			
2025-10-02	2025-10-O-s12	20.500	0.82	21.201	33.654	23.415	0.82	47.463	77.51	8.23	1023.505	1.22	5.640	51791.863			
2025-10-02	2025-10-O-s12	21.000	0.62	21.134	33.673	23.448	0.62	47.422	79.29	8.23	1023.540	1.15	5.776	51829.805			
2025-10-02	2025-10-O-s12	21.500	0.64	21.107	33.685	23.464	0.64	47.410	81.05	8.22	1023.558	1.08	5.906	51850.613			
2025-10-02	2025-10-O-s12	22.000	0.61	21.090	33.684	23.468	0.61	47.392	83.39	8.20	1023.565	1.03	6.079	51852.443			
2025-10-02	2025-10-O-s12	22.500	0.67	21.080	33.684	23.471	0.67	47.382	84.59	8.23	1023.570	1.07	6.167	51854.512			
2025-10-02	2025-10-O-s12	23.000	0.65	21.007	33.673	23.482	0.65	47.297	85.34	8.23	1023.583	1.23	6.232	51851.553			
2025-10-02	2025-10-O-s12	23.500	0.62	20.934	33.680	23.507	0.62	47.233	85.25	8.19	1023.610	1.38	6.233	51873.804			
2025-10-02	2025-10-O-s12	24.000	0.63	20.834	33.695	23.546	0.63	47.154	84.95	8.25	1023.651	1.67	6.222	51911.360			
2025-10-02	2025-10-O-s12	24.500	0.61	20.813	33.705	23.559	0.61	47.146	84.47	8.22	1023.666	1.75	6.188	51928.987			
2025-10-02	2025-10-O-s12	25.000	0.62	20.779	33.705	23.568	0.62	47.112	83.82	8.23	1023.678	2.00	6.145	51934.908			
2025-10-02	2025-10-O-s12	25.500	0.64	20.767	33.709	23.574	0.64	47.106	83.43	8.23	1023.686	2.21	6.117	51943.076			
2025-10-02	2025-10-O-s12	26.000	0.64	20.759	33.709	23.576	0.64	47.097	83.16	8.24	1023.690	2.13	6.098	51943.809			
2025-10-02	2025-10-O-s12	26.500	0.61	20.746	33.710	23.580	0.61	47.087	83.51	8.20	1023.697	1.93	6.124	51947.807			
2025-10-02	2025-10-O-s12	27.000	0.59	20.736	33.714	23.586	0.59	47.081	83.74	8.22	1023.705	1.86	6.143	51955.112			
2025-10-02	2025-10-O-s12	27.500	0.61	20.733	33.714	23.587	0.61	47.078	84.15	8.22	1023.707	2.09	6.173	51955.733			
2025-10-02	2025-10-O-s12	28.000	0.62	20.731	33.715	23.588	0.62	47.078	84.16	8.22	1023.711	2.24	6.174	51957.447			
2025-10-02	2025-10-O-s12	28.500	0.71	20.729	33.715	23.589	0.71	47.077	84.16	8.23	1023.714	2.73	6.175	51958.359			
2025-10-02	2025-10-O-s12	29.000	0.79	20.730	33.714	23.588	0.79	47.077	83.88	8.22	1023.715	3.02	6.154	51957.777			
2025-10-02	2025-10-O-s12	29.500	0.77	20.729	33.713	23.587	0.77	47.075	83.70	8.19	1023.717	3.62	6.141	51956.325			
2025-10-02	2025-10-O-s12	30.000	0.75	20.729	33.715	23.589	0.75	47.076	83.34	8.22	1023.720	3.46	6.114	51959.148			
2025-10-02	2025-10-O-s12	30.500	0.82	20.729	33.715	23.589	0.82	47.077	83.18	8.22	1023.723	3.67	6.103	51959.261			
2025-10-02	2025-10-O-s12	31.000	0.81	20.728	33.713	23.588	0.81	47.075	83.10	8.23	1023.724	3.79	6.097	51957.556			
2025-10-02	2025-10-O-s12	31.500	0.84	20.728	33.714	23.588	0.84	47.076	82.86	8.24	1023.727	4.29	6.079	51958.859			
2025-10-02	2025-10-O-s12	32.000	0.82	20.728	33.714	23.588	0.82	47.075	82.73	8.24	1023.729	4.71	6.070	51958.774			
2025-10-02	2025-10-O-s12	32.500	24.37	20.727	33.682	23.564	24.37	47.035	82.24	8.24	1023.707	627.09	6.035	51915.697			
2025-10-02	2025-10-O-s16	0.000	0.77	22.035	33.544	23.102	0.77	48.141	98.25	8.27	1023.102	0.59	7.048	51500.295			
2025-10-02	2025-10-O-s16	0.500	0.79	22.018	33.549	23.111	0.79	48.130	98.21	8.19	1023.113	0.44	7.046	51509.564			
2025-10-02	2025-10-O-s16	1.000	0.81	22.018	33.546	23.109	0.81	48.126	98.40	8.20	1023.113	0.63	7.060	51505.758			
2025-10-02	2025-10-O-s16	1.500	0.84	21.996	33.538	23.108	0.84	48.095	98.61	8.21	1023.115	0.48	7.078	51498.204			
2025-10-02	2025-10-O-s16	2.000	1.05	21.916	33.559	23.147	1.05	48.043	98.94	8.21	1023.155	0.48	7.111	51539.765			
2025-10-02	2025-10-O-s16	2.500	1.09	21.907	33.562	23.151	1.09	48.038	99.49	8.22	1023.162	0.47	7.151	51545.298			
2025-10-02	2025-10-O-s16	3.000	1.12	21.858	33.591	23.187	1.12	48.026	99.77	8.22	1023.200	0.50	7.178	51592.797			
2025-10-02	2025-10-O-s16	3.500	1.17	21.789	33.611	23.222	1.17	47.983	99.61	8.20	1023.237	0.43	7.173	51631.318			
2025-10-02	2025-10-O-s16	4.000	1.22	21.779	33.630	23.239	1.22	47.999	99.85	8.21	1023.256	0.48	7.190	51659.426			
2025-10-02	2025-10-O-s16	4.500	0.92	21.779	33.641	23.247	0.92	48.012	100.13	8.20	1023.266	0.39	7.211	51673.772			
2025-10-02	2025-10-O-s16	5.000	0.99	21.761	33.633	23.246	0.99	47.985	100.77	8.20	1023.268	0.62	7.260	51666.563			
2025-10-02	2025-10-O-s16	5.500	0.82	21.744	33.637	23.253	0.82	47.972	100.66	8.21	1023.277	0.40	7.254	51674.213			
2025-10-02	2025-10-O-s16	6.000	0.83	21.725	33.637	23.259	0.83	47.954	100.76	8.19	1023.285	0.40	7.264	51677.815			
2025-10-02	2025-10-O-s16	6.500	0.81	21.712	33.639	23.264	0.81	47.945	100.30	8.20	1023.293	0.54	7.232	51683.477			
2025-10-02	2025-10-O-s16	7.000	0.75	21.700	33.639	23.267	0.75	47.932	100.34	8.21	1023.297	0.39	7.236	51684.477			
2025-10-02	2025-10-O-s16	7.500	0.79	21.690	33.642	23.272	0.79	47.927	100.38	8.20	1023.305	0.39	7.240	51690.514			
2025-10-02	2025-10-O-s16	8.000	0.91	21.681	33.644	23.276	0.91	47.922	100.29	8.21	1023.311	0.46	7.234	51695.887			
2025-10-02	2025-10-O-s16	8.500	0.82	21.659	33.639	23.279	0.82	47.893	99.50	8.21	1023.316	0.51	7.181	51692.414			
2025-10-02	2025-10-O-s16	9.000	0.82	21.608	33.640	23.293	0.82	47.844	98.00	8.19	1023.333	0.48	7.080	51701.817			
2025-10-02	2025-10-O-s16	9.500	0.74	21.581	33.653	23.310	0.74	47.833	96.98	8.19	1023.352	0.47	7.008	51723.997			
2025-10-02	2025-10-O-s16	10.000	0.72	21.566	33.651	23.313	0.72	47.817	96.66	8.20	1023.357	0.46	6.987	51724.226			
2025-10-02	2025-10-O-s16	10.500	0.77	21.550	33.652	23.319	0.77	47.802	96.40	8.20	1023.365	0.56	6.971	51728.853			
2025-10-02	2025-10-O-s16	11.000	0.70	21.536	33.657	23.326	0.70	47.795	96.03	8.21	1023.374	0.47	6.945	51737.691			
2025-10-02	2025-10-O-s16	11.500	0.77	21.528	33.653	23.325	0.77	47.782	96.36	8.19	1023.375	0.47	6.971	51733.356			
2025-10-02	2025-10-O-s16	12.000	0.71	21.501	33.651	23.331	0.71	47.753	96.84	8.20	1023.384	0.48	7.009	51735.562			
2025-10-02	2025-10-O-s16	12.500	0.92	21.470	33.657	23.344	0.92	47.730	96.18	8.20	1023.399	0.56	6.965	51748.885			
2025-10-02	2025-10-O-s16	13.000	0.81	21.401	33.641	23.351	0.81	47.642	95.36	8.21	1023.407	0.68	6.916	51737.800			
2025-10-02	2025-10-O-s16	13.500	0.71	21.252	33.673	23.416	0.71	47.535	92.52	8.21	1023.475	0.74	6.726	51806.327			
2025-10-02	2025-10-O-s16	14.000	0.66	21.240	33.681	23.425	0.66	47.534	91.71	8.19	1023.487	0.66	6.667	51820.032			
2025-10-02	2025-10-O-s16	14.500	0.68	21.239	33.679	23.424	0.68	47.531	91.63	8.20	1023.488	0.64	6.661	51817.837			
