2024-04-O-s0	2024-04-O-s1	2024-04-O-s4	2024-04-O-s8	2024-05-O-s1	2024-05-O-s4	2024-06-O-s1	2024-06-O-s4	2024-06-O-s8	2024-07-O-s1	2024-07-O-s4	2024-07-O-s8	2024-08-O-s1	2024-08-O-s4	2024-09-O-s1	2024-09-O-s4	2024-10-O-s1	2024-11-O-s0	2024-11-O-s1	2024-11-O-s4	2024-11-O-s8	2024-12-O-s1	2025-01-O-s1	2025-02-O-s1	2025-03-O-s1	2025-03-O-s4	2025-03-O-s8	2025-04-O-s4	2025-05-O-s1	2025-05-O-s4	2025-05-O-s8	2025-07-O-s4	2025-10-O-s4	2025-12-O-s4	2025-12-O-s8	2026-01-O-s4	2026-01-O-s8	2026-02-O-s4	2026-02-O-s8	2024-07-I-hm	2024-07-I-mm	2024-07-I-og	2024-09-I-hm	2024-09-I-mm	2024-09-I-og	2024-11-I-hm	2024-11-I-mm	2024-11-I-og	2024-12-I-hm	2024-12-I-mm	2024-12-I-og	2025-01-I-hm	2025-01-I-og	2025-03-I-hm	2025-03-I-mm	2025-04-I-hm	2025-04-I-mm	2025-04-I-og	2025-05-I-hm	2025-05-I-mm	2025-05-I-og	2025-06-I-hm	2025-07-I-hm	2025-10-I-hm	2025-10-I-mm	2025-10-I-og	2025-12-I-hm	2024-06-M-s0	2024-10-M-s4	2024-11-M-s1	2024-11-M-s4	2024-11-M-s8	2025-01-M-s0	2025-02-M-s1	2025-02-M-s8	2025-03-M-s4	2025-04-M-s8	2025-05-M-s4	2025-06-M-s4	2025-07-M-s4	2025-09-M-s0	2025-10-M-s1
Seohaeicola	0.000254569473622299	0.00268363466613117	0	0	0	0	0.00636967574868786	0	0.00279873649242351	0	0.00841234958830457	0.00187352398443792	0	0.00180733292160561	0.00137602914996234	0	0.00979903485538999	0.00156331023835817	0.0010632241022654	0	0	0	0.00305916855256988	0.167896481311216	0.0333207455192863	0.00768260764517924	0.00368193556052958	0.0116330298972194	0.0232219778353969	0.0272298998680601	0.0377658738891077	0.00378140281350752	0.000607947590082166	0.000357907609166062	0	0.000593563684701732	0.000189633552687156	0.00973367434505065	0.00469455377621529	0.00149348170947753	0.00319297607391477	0.00480144711260389	0.00366939894413765	0.0035856600158347	0.00481260059408316	0	0	0.0009996954064354	0	0	0.001182425515231	0	0	0.0695810957999186	0.0485973149489073	0.0446111693048268	0.0200511521279365	0.00627909900770147	0.00527037004581267	0	0	0.0465594937140205	0.0182359724961255	0.00743486582986926	0.00113622988678966	0.00145295219282355	0.00142446993390246	0.0011488989232185	0	0	0	0	0.000278639675169354	0.0050590886014503	0	0.0114098226970709	0.00862506088050571	0.00312335901101455	0.00630068543379241	0	0.00836452814723177	0.00157153071042989
Seonamhaeicola	0.00578278229092456	0.00049927082054224	3.85342092719346e-05	1.15891167582419e-05	0.00102400935795435	0.000293652892960077	0.000932975132274306	0.00032673695626403	0.00186285470593237	0.000629577408595059	0.000210517109288934	0.000235674425271085	0.00137047063632558	0	0.0012960837802183	0.000347125516862046	0.000161740536495091	0.00200482115977063	0.00109444243107106	9.15931509049141e-05	0.000355539246461671	0.000536653015475972	0.000858624040770411	0.0107352395328576	0.00229387422276283	0.000366779059913884	0.000156272408725754	0.000870740958184744	0.00062674669771983	0.000335551533667343	0.000351767411820568	0.000319804224384129	0.000481509874765279	0.000262286438460558	0.000119794203610484	0.00032583624078862	0.00022587795762201	0.000293304837400784	0.000132471409031571	0.00210359804649043	0.00257996809324518	0.0025747265759178	0.000802802378748486	0.00044093091661658	0.000980951500271956	0.00486702198750509	0.0100677471961137	0.0064415802699067	0.00206032324226163	0.000105605303717593	0.00409131884699222	0.00127526427471031	0.000958406719612272	0.0104404259664346	0.0024277894666529	0.00348958952431677	0.00247452809014151	0.00170527838628622	0.00517905456346834	0.000522295457294183	0	0.00848264428683417	0.00509445034551206	0.00177231315925987	0.000647109741260028	0.00109548955734673	0.00123787019790956	0.00634181174955574	1.22807072163568e-06	0.000562212041257984	0.00050786011520817	0.00018871482893913	0.00315738437691154	3.84310722608955e-05	0.00072063388739873	0.000324128678802672	0.000447502026836929	0.00011714336539454	0.000480379903221893	0.000149772468726687	0.0800686320637478	0.000944431863454718
Serangoonvirus	0	0	0	0	0	0	0	0	0	0	0	0.0590817774403975	0	0	0.078661687020907	0.0318890560544044	0.0319245477353614	0.014009828842228	0.0101418858575619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00311625384487651	0.0240209075498934	0.095762251211509	0.0938206844267995	0	0	0	0.0082851497463405	0.016465449465338	0.00120600754293166	0	0	0.0080995655364131	0	0	0	0	0	0	0	0	0	0.00849340962109715	0.0101595244795236	0.00824735386934105	0.00267911380100942	0	0	0	0.0101464692133205	0.0190529825175424	0	0	0	0	0	0	0.0296994510447791	0.0357279364981016	0.041347999183372	0.00607536030658255
Shangxiadianvirus	0.00396805236431946	0	0	0.0209679632615575	0.0140207359891628	0	0	0	0	0	0.0112585236221073	0	0	0	0	0	0	0.00161896966279712	0.01166763424628	0	0	0.00230967893840007	0	0.455130715347242	0.244523380778085	0.160683989392772	0.0088256741856	0.00221912512158444	0	0	0	0	0	0.00145920454021024	0	0.018415192969758	0	0.00154676416324011	0.000883518301541495	0	0	0	0	0	0.00255951899432899	0	0	0	0	0	0.00115090635299468	0.206221902367615	0.099501871013981	0.109220248189137	0.0427189527789566	0.0123700172990199	0.0504817978480051	0.0051447960090069	0.0700184150632754	0.0244535375810617	0.0354396059557113	0.0188027171139873	0.00233517691971809	0	0	0	0	0.1843850512623	0	0	0	0	0	0.00363494492662012	0.0202682734947447	0	0.0164355521020631	0	0.0355379538598235	0.0077627508547774	0.000477779245091592	0
Shewanella	0.170821750760362	0.0937281023580089	0.154300879693819	0.196280789690047	0.0324885586089514	0.0176339001961937	0.0268933313906584	0.0260717687681787	0.0214593241980863	0.000485251232707323	0.0115265908368807	0.0166238071510023	0	0.00123826439844297	0.00279803982085798	0.00995932023032506	0.00640331251142776	0.0162592739295305	0.0111025208836916	0.041862123328961	0.0261941596421273	0.0127445489510697	0.00238532832084103	0.0172816944270927	0.0030110255134543	0.00378093038620494	0.00489705205086236	0.00164453035651426	0.000819516584038752	0.00192933999332269	0.00722402989350509	0.0296681079548989	0.0128229649930389	0.0189448931076356	0.0535183384183263	0.00592681659820841	0.00747158310060424	0.0187771167356228	0.00817798490182559	0.000125623072837764	0.00615349586389674	0.00222770124036009	0.0190169285516342	0.0146410703207822	0.00765007868491382	0.00504903921353803	0.0101613517826732	0.00272517638979796	0.00979993863313831	0.0137795380662524	0.00240031923157009	0.00337661400701516	0.00844802684286131	0.00526287521713746	0.00947982020961349	0.00313797268193917	0.00509611832848471	0	0.00405242798402008	0.00399885458629477	0.0100689863844032	0.00645682200526781	0.000177900000598906	0.00440325151209488	0.00656860690062769	0.00908028238708051	0.0172414721007014	0.0185805386528247	0	0.036054970709664	0.0156680256856533	0.033841841217654	0.0337129764617101	0.00355783042046059	0.00195878491278229	0.00157754045857836	0.00853665545022455	0.00101464526818113	0.00732337660540197	0.0132663928133792	0.00584819475082345	0.00381991158285729
Shimia	0.00186281515431068	0.000348084276810385	0.000172327893489222	0.00965750316860389	0.000785384642614078	0.000717626479716215	0.00235630756584544	0	0.000829661157776495	0	0.00121487771860262	0	0	0	0.00564049903382126	0.00202732149776817	0.00124699269365946	0.00116890379737658	0.0105406484532763	0.00113694351558585	0.00094507577863582	0.00144942735083238	0.000595705244655548	0.00202166820105222	0.000356843062325109	0	0.000516526205561442	0.00018555578875877	0.000480171522439496	0.00104647060487706	0.000620973211028441	0.000308508037015983	0.00260944883627208	0.000372646456916876	7.22312353018257e-05	0.000169386569288904	7.0201364833324e-05	0.000408916320179123	0	0.000782852919435336	0.000157661962808564	8.66254044712846e-05	0.00300903503937382	0.00598425746067905	0.0073501523469315	0.00121619755605224	0.00264961312379472	0.0129873152332735	0.000792124734941021	0	0.000856112060637104	0.000319744394711089	5.08347498688244e-05	0.000436205124456983	0.000286649312867738	0.000193806317672415	0.00117223691889245	0	0.000288400431040569	0	0	0.00960605890633823	0.000373882032237363	0.00148983337042537	0.00161318755906539	0.00177221485356514	0.000161880208332999	0.00563046857901376	0.000130498043379796	4.34340500936811e-05	0.000192568852720006	0.00051268074222497	0.000224164818649086	0	0	0	0.000142780897283171	0	0.0101274415744168	0.000269830110432464	0.0689795379343468	0.00688140223976819
Shinella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00145339607772371	0	0	0	0	0	0	0.0267217002255468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0157103537365797	0	0	0	0	0	0	0	0	0	0	0	0	0.225064746148411	0	0	0	0.366549790356637	0	0.00162008664885761	0
Siansivirga	0	0.135042308002289	0.0849194573867027	0	0.00923585043993795	0	0.0215535746954382	0	0	0.0138676059415734	0	0.0163955313102678	0	0	0.00693684269154632	0.00121918365227795	0	0.0359001455429183	0	0	0	0	0	0.0678945286665052	0	0	0	0.00645638480428423	0.000645570230756925	0.000534397466125435	0	0.0088048651852565	0	0.000737747289511868	0	0	0.000117166001828395	0	0.000528357189865635	0	0	0	0	0	0	0	0	0	0	0.00374563113125482	0.00220897493176312	0	0	0.00721998604278772	0.0231916410336188	0.0117523893679487	0	0	0.00781371041795515	0	0	0.0248213892053533	0.0136952946121032	0	0	0	0	0.125017193736086	0	0	0	0	0	0.0017249759144695	0.0185701434926257	0.00298211484429945	0.0026715670756212	0.00420239782068965	0	0.00326789443209423	0.00222257756181232	0.00116871807614287
Sieqvirus	0.00836360680919348	0	0	0	0	0.00214826429612158	0.00310662144013116	0	0	0	0.0249392899040732	0.0403014495001988	0	0.00692417118834127	0.00779235942534694	0.0134794915044694	0.00413497126679582	0.0927113555926828	0	0.00217451573730989	0.00372240197761449	0.00323116088650304	0.00291037443043265	0	0	0	0	0.00195933332684208	0	0	0	0	0.00274457879960121	0.00760187568835272	0.00458730725157392	0.00587818025384644	0.00155910230961095	0	0	0	0.00697518834563737	0.0048772917426448	0.0584264475430902	0.0608989900053439	0.0456395095654342	0.0255544705901628	0.0232241702901543	0.00851434316850321	0.204015857962978	0.620002655038443	0.0962802008534908	0.00729515359479657	0.0098631910910186	0.000488397265246899	0	0	0	0	0.00571898426114214	0	0	0.00423519268748927	0	0.0721454672820281	0.0861491602453657	0.102259635002276	0.162962637888517	0	0.00154373417436087	0.0404487319140722	0.177164242964247	0.256989898356111	0.0358247627752371	0.00140717697475845	0.00745661674562259	0	0	0	0	0	0.00575856681223216	0.0118848734249098
Siovirus	0.0343470310495443	0	0	0	0	0.0043751611189859	0.0223306998589689	0	0	0	0	0	0	0	0	0	0	0.0804486390190125	0.018387109571647	0	0	0.00162061524033675	0.0154357314023403	0.347864406232175	0.00945073444453168	0.00522585766359358	0	0	0	0	0	0	0	0.00186350749979237	0	0.000647096526801862	0	0.000458540661247119	0	0	0	0	0	0	0	0	0	0	0.00458881003549304	0.0329059324063809	0.0163924103110441	0.0443136598991789	0.303426297851678	0.017377045214953	0.000814682205309209	0.00679213960509968	0.00250333869950242	0	0.0158511715623939	0	0	0.00575130624208313	0.00336374215760463	0.148972962300935	0.111896953589438	0.0823808838667969	0.00388158827310877	0.0383061120117106	0	0.00158497771446268	0.00459677245118225	0.00480180994987962	0	0.00569037999364994	0	0	0.000130407792862175	0	0	0	0.00063756997380851	0.000469041238629569
Sirolpidium	0	0	0	0	0.053588910487718	0.0274454999076005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0082834462479048	0	0	0	0	0	0	0	0.00217139629829005	0	0	0	0	0	0	0.00319291674825883	0.00204258868726775	0	0	0	0	0	0	0	0	0	0	0	0.00191443732046419	0	0.00748726284741833	0	0	0.0114317030126769	0.00219586814584279	0	0	0	0	0	0	0	0	0	0	0.00161464271433504	0	0.0199956398253499	0	0	0	0	0	0	0	0	0	0	0.0100276600166398	0	0.0945634654789442	0
Skeletonema	0.000593049901901204	0.00388607528784242	0.00219404779858956	0.00781717919186057	0.0860712229441866	0.410262152339683	0.00743205727955664	0	0.0053572524799583	0.00683815672794888	0.0302779644207052	0.00259010926919473	0.00405501659478428	0.0187642585593075	0.180624173360747	0.0437661279478941	0.254480616487306	0.0266215036526401	0.141888539637034	0.0375336794877213	0.0839324098924715	0.0198309419781416	0.0118031919588623	0.0175708960717403	0.0479059218397889	0.00847169368947896	0.0474351581202008	0.0228658476510994	0.0324554759867622	0.00769454698940788	0.00813163396550299	0.00191090073538068	0.139471835691846	0.0474961801980053	0.0280671275096437	0.0783681887452361	0.0603586316495047	0.00409369202237128	0.0114779530260907	0.179851033362129	0.0914636024508933	0.0747949810413143	0.143231355465337	0.0857520139671081	0.0617684577206934	0.0954834303696205	0.0760549717962129	0.0677347209636299	0.0141441958306482	0.00383295832223035	0.0140571895022108	0.0142842857401737	0.0139776018072456	0.0186396924733594	0.0241567773370557	0.108182816382224	0.0347937137310387	0.0237329229283402	0.00772987281507663	0.00403437548775836	0.00103359501962251	0.0216101925040329	0.0384107729163203	0.0670454092817831	0.0858971031458689	0.118452886011164	0.00738640117669548	0.00201267383744869	0.0139999388755564	0.0151826433838562	0.0211494067259418	0.0142502538490583	0.00674849883131073	0.0110242383636774	0.0132699548957666	0.0165518601097053	0.00488784309782035	0.00242465917055905	0.00179053549330749	0.0022755221249728	0.039477720259807	0.197436109020189
Sphingobacterium	0.00468578478460365	0.00600682522548566	0.00123943548584183	0.000367938877855243	0.0193475611398336	0.00691204872456482	0.00635669705047312	0.000850387966778283	0.0016203075263611	0.00556108602114765	0.00687398413358979	0.00255625509585934	0.00073326409270047	0.000114481331584471	0.0325805898461	0.00111845061984026	0.0171475038314253	0.147608258974887	0.0153258946380814	0.00460523082324975	0.0197269278955149	0.0288774454716889	0.129576345790564	0.0723970408618531	0.0193081017283944	0.0853240521816964	0.0843320156567432	0.0395232251448462	0.00189495043662781	0.00147779449599776	0.00127963021816813	0.00124291913220587	0.00405625028688231	0.0191389727847819	0.00596751494357874	0.0570336940701092	0.0457169076745413	0.000112818282701732	0.00359422202620152	0.0550550279001502	0.0439896965582019	0.0697999725482361	0.0308723964271737	0.0104930053401015	0.0161053365108434	0.0100916910286529	0.0201508741109913	0.0229667405220597	0.180378075467646	0.162941340223623	0.167625864163536	0.149025662345986	0.261225835152138	0.103544873971263	0.131127339148768	0.0426350999729651	0.0209834456155857	0.00540353055438813	0.147626147657881	0.0143499506248353	0.000478886834561892	0.0600383729708042	0.00277466089008004	0.0330814851665357	0.0223818273083147	0.0381685348705394	0.0958350307611952	0.54329614159029	0.000353243292436999	0.00401952010816166	0.00194389228639988	0.00303959298472758	0.0685043047809461	0.0157898809371072	0.00316573848855053	0.000615291616731693	0.0208616941537786	0.00321161388341656	0.0171069310965275	0.00409886934635285	0.0148589886993813	0.00690725431000151
Sphingobium	0.00280499137441961	0	0.000167331007245048	6.77805705158516e-05	0.0018318377281528	0	0.000719079307666463	0.00014401364167169	0.00141027917675415	0	0.00127849151508678	0.000143650829868343	0.00496447018178363	0.00265247656562719	0.000114720721342808	0.000652567749699535	0.000333678247693339	0.000963125688951941	0.000409952912103136	0.0926450120061274	0.0271380127157833	0.000175545592782564	2.73082231008771e-05	0.000788459288648362	0.000212500258693737	9.00348056545373e-05	0.000335839008836459	0.000580310838657135	4.01999538658668e-05	0.000197629483815817	0.000328891991804467	0.000891624839720641	0.000428198460578023	0.000341790676531488	0.00804948873286891	0.000657207548107183	0.000894043877154405	0.000166857778660827	0.000214537226098345	0.000239656116000402	0.000537718548897695	0.00019001230814842	4.47544248022213e-05	9.82487886538957e-05	6.8142589382565e-05	0.00225761954415147	0.00225928986626037	0.001040723706937	0.000935022516181043	0.000191715192269381	0.000602668266408849	0.000497637040585382	5.82881853990107e-05	0.00183851324480255	0.000372623863841192	0.000421203349665062	0.000482322613027193	0.000309249215333459	0.000212584375199947	1.63645800171703e-05	0	0.00060113314872237	0.00496030011598034	0.000931647403949895	0.000435009421651108	0.000418129198375595	0.000352950928369893	0.000495428137031745	0.0863277466891263	0.000152901972864744	0.000124460765064564	5.69610581136228e-05	0.00428726319808759	0.0139979250122144	0.00213470215961621	0.00356660651447537	0.038418839021121	0.0106223304779726	0.0242966106337231	0.00191927236961342	0.0250277898956175	0.028528756665776
Sphingomonas	0.000492139835492883	0.000502030998969474	0.000666048511698691	0.00425346206269941	0.00683892207722094	0.00055253672962544	0.000116780394967058	0.0251122019255108	0.00252935639263391	0.000352518344455516	0.00337072401063191	0.000399417205162212	0.0733617616715162	0.0315275888510723	0.0016393029929225	0.00843004785158675	0.00626920419113115	0.00281526827388757	0.0162292910058296	0.156568095298977	0.126611971784736	0.00127122107459044	0.00126997836276378	0.00285936324046608	9.10810458639143e-05	0	0	0.000129564967479724	0.0027925255614029	0.00578200096824616	0.00252904649760324	0.00225998756998556	0.0043414330653046	0.000621456297345553	0.0146698145015266	0.00330584634290276	0.00611688914325081	0.00664717878376538	0.00205669832950868	2.58942487963555e-05	0	0	0.000251398358314918	0.00141567102004733	0.00167519501827159	0.0226544650906954	0.0225507570096884	0.0017632827615732	0.0194928658417492	0.000407289148094117	0.00385880980439502	0.0107551538894749	0.00182777498357152	0.0354274862306356	0.0149827466482344	0.0145928173195047	0.00403509770232647	0.00180730845015633	0.00752128851108602	0.00863326480319221	0.00412835376276767	0.013263216233544	0.0104120954970041	0.00629373851045238	0.00136510339186371	0.00075625198310088	0.00125815706736112	0.000131406579024194	0.157330041203211	0.00413170843208982	0.00409066726644585	0.00301131597669182	0.00017878339234688	0.00217633586240775	0.000278655173128091	0.00139669375685433	0.00662888389927982	0.00572552141394507	0.00715310018351402	0.00752556989934791	0.00862242744647945	0.0161466716339613
Sphingopyxis	0.000591392136036288	0	0	0	0.0141270266088433	0	0	0	0.000132522159293108	0	0	0	0	0.000669396163365914	0	0	0.00887367784061464	0.0137929095907931	0.000960415590744772	0.167803190894682	0.486009583286916	0	0	8.2193819056224e-05	9.23995512987785e-05	0	0	7.6437484076347e-05	0.000123207099864675	0	0	0.000650680697201635	0.00277218746858928	7.70129820026396e-05	0.00890835340218051	0.000122822531194652	0.000225805276652769	8.26613567840326e-05	0.000127071557552891	0	0	0	0.000322850458181304	0	0	0.0140166946196829	0.0130280290167341	0.0021916390325786	0.0128036787767758	0.000337951179273951	0.00527491948799411	0.0112296306527319	0.00558861572331396	0.0167381665722479	0.00908761337310049	0.00557321479025343	0.00170934886327149	0.000757602212396739	0.00596742861302871	0.00239843375876651	0.00234415988579375	0.00554121950514705	0.0479317263716854	0.00897769220706073	0.00169179096849902	0.0121074086005028	0.00862344073399293	0.000208041723597514	0.0647215759023234	0.00399386665871122	0.0064817966428367	0.00645441970608379	0.00472498965488182	0.0134225206587307	0	0.00273682298935315	0.0290550440994672	0.00245474745033876	0.00847686683174753	0.000379283973015697	0.00240385347349141	0.0171824666878229
Spiniferites	0	1.04625824612139	0.666574378097033	0	0.0221772304935351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0824415442176127	0	0	0.00883516245403953	0.931536006576106	6.60281179450185	11.2415445763522	0.24441039889212	0.658901613158539	0.0560241607585275	0.18595317567619	0.289712853470059	0	0	0.0214596643958492	0.0199395900861368	0	0.0260690181642166	0.0069807431283301	0.0111368956143859	0.0295012745368685	0	0	0	0	0	0	0	0.0373813806252883	0	0	0	0	0	0.500383596399669	1.71727259446871	0.152978767157293	0.0109681957537334	0.0980056084097622	0.00807640018668163	0.18234208346129	0.100875431600444	0	0	0.0104236196786128	0.0219186839849867	0	0.00236808682955295	0	0.00791174630758863	0	0.0132095148355324	0	0	0	0	0.0926443234472881	0.157352676366654	0.074940283223241	0	0.00119499395755699	0	0
Spiovirus	0.0102308185175593	0	0.000484129316930395	0	0.00148220767393231	0.000775767376331985	0	0	0	0.000313003992012292	0	0.00319925932205227	0	0.0010720582407907	0.0048925493710198	0.0276919669668867	0.0210114301130319	0.0260248575978152	0.00409946463650729	0.0152555106964267	0.00929815279327057	0.00135588247771652	0.000664661696632494	0.000259216737218535	0.000560321691476672	0.000807254847587185	0.00102051938817049	0	0	0	0	0	0.00903503372475635	0.00343844581460787	0.00203607811615474	0.00204637940484721	0.00357729289189455	0	0.000993911059547065	0.00322648560041608	0.00194047535612423	0.000890922983038363	0.0542450602592913	0.120258305199852	0.144418195868387	0.00288146706916182	0.00409834944840961	0.0183638618813573	0.0306063030938723	0.0543397494086794	0.0190101732322902	0.00942909017971821	0.0207645104710791	0.00265901180671478	9.55306134054143e-05	0.000470737925449326	0	0	0.00218522931830066	0	0	0.000358283941653321	0	0.0255706753285344	0.0338593650585763	0.0383076532074202	0.0258678204569401	0.000156087500746054	0.0053635572678707	0.00906096979969089	0.0393491044905163	0.0488875244631211	0.00451357617625708	0.00106963249053881	8.40125133350372e-05	0	0	0	0	0.000307292359850697	0.0826576639878795	0.0515837411841529
Staurosirella	0.0023266296298247	0	0	0	0.45634304892513	0.373175346857204	0	0	0	0	0	0	0	0	0.0133922677126681	0	0.0173947460943611	0.00142920382546967	0.00616769867919125	0.00115947902136304	0.00487472697082884	0.000765540136266615	0.0173882982931284	0.0261508595042555	0.009178598494348	0.00213866323243158	0.012529377512627	0.01537710403002	0.00357726373100426	0	0	0	0.0282238797302814	0.0850303251910036	0.0191463186688748	0.0435203722652752	0.196974531850912	0	0.00239551370848784	0.0104183998015319	0.00423833749913097	0.0263236189435109	0.0073253831317483	0.00192745031812966	0.00627039973007535	0.00351500293224729	0.0160235391315541	0.00497158933235617	0.506299626829094	0.077563855150396	0.431186741474566	0.0862782571372422	0.0985696113692412	0.0778891737614879	0.0798673234755165	0.0312862550147945	0.0230405674880033	0.0144717142700188	0.0110278503053939	0.0241398581927296	0	0.103090557696487	6.47857674712813	1.82592466033764	1.46974882279148	1.36406105260251	3.00570906761511	0.0343910155279422	0.0357949763169563	0.398539449055446	0.559490035972258	0.520093781880797	0.0349834964532643	0.00117002065586783	0	0.00227993167241127	0.00168120780634176	0	0	0.00101519838779409	0.497122956179169	1.63949781439917
Stenotrophomonas	0.00126571962934431	0	0	0	0	0	0.000100873000304553	0	0	0	0	0	0	0.000152798945957565	0	0	0.000206766559096107	0.00162702192139468	0.0020915622760205	0	0	0.000110284084762008	8.16842570679671e-05	0	0.000399755668668616	1.02230307986417e-05	0	0.000128264243443721	1.53380557310661e-05	9.40066835969075e-05	0.000144349194897974	4.94081225436069e-05	0.000393105319120724	0.000108392038311205	0.000829589837281476	0.000259542276400174	0.000438107940818995	0	3.61692266161736e-05	1.40976077828094e-05	0	4.83688622539085e-05	0.00222558616213302	0.00029912138771034	0.000244369641456396	0.000110166717088733	0.00022409639393616	0.000238981047497027	0.000186395013815443	2.18323624338434e-05	0.000853469518045734	7.73852536537037e-05	0.000443689903813393	0.000474655427458933	5.20216121217975e-05	0.000204610787853557	0.000250216298832008	0	0.000445366347482334	0.00102257200456503	0	0.000144874221682682	0.0002865604738807	0.0121433453674874	0.000878628613796338	0.00150023587832297	0.00395738650636694	0.000285361193124513	2.07752948520871e-05	0.00060135639648734	0.001760843816844	0.0013310366361911	0.00124408841531815	0.000112920244852345	0.0549650487950357	0	0.000123580359424816	0.000791345595596439	0.0280127153204494	0.0258004529732825	0.0336256938368429	0.0356215080603172
Stephanopyxis	0.00017580468651794	0	0.0292924878770793	0.0320150238252902	1.22040026497067	0.955614467844254	0.0150444335872258	0.0185193605951411	0.0200593521270092	0	0	0	0	0	0	0	0	0.000128629882750283	0.00552466431106819	0.00808804021025948	0.019110152350177	0.0312409843627862	0.0578263403563929	0.0647600631621091	0.0193739658425329	0.00207563850702574	0.00971600090089281	0.00627528215532143	0.00266361924307166	0	0	0	0	0.0347946969620575	0.0257235304495853	0.0910217272545482	0.016713987945005	0.000198650159213135	0.0038628635161691	0	0	0	0.00267078012590859	0	0	0.206721060745364	0.257054776029513	0.372355863105787	0.00232964042118602	0.00758393634819168	0.0115611273631114	0.123507330091029	0.111692848797953	0.00784793506617274	0.00175001246229837	0.00440740820047068	0.00202870902779868	0.000890116786988647	0	0	0	0.000420263554086231	0.0391805044134318	0.00852773111856464	0.0083722899596103	0.00935224002740787	0.00332004333936862	3.92065020921448e-05	0	0.00322507424648708	0.00353478434418979	0	0.0159673785449682	0.00702995543564849	0.00158683889944502	0	0.000685293628325788	0	0	0	0.000246792318890338	0
Stieleria	0.0393860511552852	0.00370547484467353	0.00179598776712983	0.00188067054367529	0.0214870582977288	0.0098699045771743	0.00367907028019817	7.341018461868e-05	0.000507761383418756	0.00302403078968702	0.00132046251992966	0.00170562006187267	0.00166080406012288	0.00288966498785557	0.00608924895566054	0.0108728408641476	0.00508559409583049	0.00815124241552377	0.0184178065804781	0.00507879112904828	0.0162044184426418	0.00382382413934353	0.00724355717236645	0.00721832367689495	0.00105756769799906	0.000473894202543529	0.00435462168328112	0.0789187561008831	0.0196625439479168	0.0280820401055752	0.0234891291432268	0.00137310929899252	0.015161558286758	0.0108223882600966	0.00537945440944606	0.0244994479830889	0.0130565821379987	0.00282690103800643	0.00587134814643507	0.0068711022529621	0.00372442883980016	0.00438451227731363	0.00248004843697049	0.00487293060232485	0.0088304281238713	0.0354957882315978	0.0259717847183156	0.0361510929911011	0.00400955989818187	0.00306942298335716	0.00948570658295085	0.00492843998808454	0.0068741863079042	0.00605903653478595	0.00669181844072174	0.0264870606144417	0.0566020138209329	0.0736478043349018	0.0134602069381335	0.0187719388088334	0.0253020974263265	0.0256610217104103	0.0824775048346472	0.0192292469910414	0.0113059442353496	0.0120884796978691	0.00477612768452622	0.00240220280579276	0.00163606370142503	0.0190751419004774	0.0159884927577182	0.0157449415651989	0.00156206506163925	0.000266589612828742	0.000126960465171081	0.000115220085471443	0.0014400287092067	0.00867679425360506	0.0184591548805019	0.000609464336325752	0.00714855079678849	0.0172947555109907
Stopalavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00199638245732107	0.0261022942586108	0.00862622544866085	0.00607062573370051	0.00104630755540897	0	0.00907386034981654	0	0.0026552766398407	0	0.00255676954574658	0	0	0	0	0	0	0	0.00670340994925605	0	0.000802593900431904	0	0	0	0	0	0	0	0.00759312791330263	0.107816485684494	0.165554360289326	0	0	0.00806306383366606	0.000307058598269178	0.0487313455357777	0.00332753078656476	0	0.00153248317011332	0.00050699807627208	0	0	0	0	0	0	0	0	0	0.0225601486317697	0.011245694229512	0.048746333927522	0.000965129118767123	0	0.00105709840486558	0.0229310976956583	0.0331784761163425	0.0422198012873823	0	0	0	0	0	0	0	0	0.109778440131474	0.0687675341277257
Stopavirus	0.00469441061228352	0	0	0	0	0	0	0	0	0	0.028085768942872	0	0	0	0.0047310378591433	0.0124689529901184	0.0319997645119819	0.06019251147287	0.00352802549083025	0	0.0161320478145951	0	0	0.00205375180225235	0	0	0	0.00287322514547012	0	0	0	0	0.00342020949084396	0.00764780852057784	0.00203366636503551	0.00647201596869538	0.00211837278187964	0	0	0.010002875179807	0	0	0.0203590494452235	0.0633041904636231	0.0401216647266614	0.0526475630828371	0.0112596576925746	0.0176255052065874	0.126102723294748	0.336536112978902	0.0316606798887382	0.00759287031885785	0.0462780568635483	0.00893090291519847	0.00699731630919037	0	0.0124534743906409	0	0.0399094372483807	0	0	0.0559500803349205	0	0.00770779596430658	0.031562912166101	0.0409526336594147	0.0735983939079542	0.0281791718706874	0.0086374894684783	0.0578699978269823	0.301016014615519	0.433623409353551	0.0963735245793173	0.0089134851481504	0	0	0	0	0.0214015166065421	0	0.00115416075929449	0.00416957219500428
